customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Country,State,City,ZipCode,LatLong,Latitude,Longitude,ChurnValue,ChurnScore,CLTV,ChurnReason
3229-USWAR,Female,No,No,No,34.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,No,United States,California,San Francisco,94129.0,"37.797526, -122.464531",37.797526,-122.464531,0.0,26.0,3570.0,
2138-VFAPZ,Female,No,Yes,Yes,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,263.65,No,United States,California,San Francisco,94130.0,"37.820894, -122.369725",37.820894,-122.369725,0.0,68.0,2966.0,
6131-JLWZM,Female,No,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,275.4,No,United States,California,San Francisco,94131.0,"37.746699, -122.442833",37.746699,-122.442833,0.0,45.0,5332.0,
4785-QRJHC,Male,Yes,Yes,No,46.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,Yes,United States,California,San Francisco,94132.0,"37.722302, -122.491129",37.722302,-122.491129,1.0,80.0,4011.0,Competitor offered higher download speeds
0269-XFESX,Male,No,Yes,Yes,23.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,No,United States,California,San Francisco,94133.0,"37.802071, -122.411004",37.802071,-122.411004,0.0,30.0,4031.0,
1709-EJDOX,Female,No,Yes,Yes,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,948.9,No,United States,California,San Francisco,94134.0,"37.721052, -122.413573",37.721052,-122.413573,0.0,34.0,3843.0,
4316-XCSLJ,Male,No,No,Yes,17.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,846.8,No,United States,California,Palo Alto,94301.0,"37.444314, -122.149996",37.444314,-122.149996,0.0,33.0,3202.0,
8610-WFCJF,Female,No,Yes,Yes,49.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,4783.5,Yes,United States,California,Palo Alto,94303.0,"37.45809, -122.115398",37.45809,-122.115398,1.0,69.0,5732.0,Competitor offered higher download speeds
9693-XMUOB,Male,Yes,Yes,No,59.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.25,2997.45,No,United States,California,Palo Alto,94304.0,"37.386978, -122.177746",37.386978,-122.177746,0.0,27.0,5546.0,
0383-CLDDA,Female,No,No,No,69.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,No,United States,California,Stanford,94305.0,"37.424342, -122.165641",37.424342,-122.165641,0.0,37.0,6499.0,
4905-JEFDW,Male,No,No,No,11.0,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,Yes,United States,California,Palo Alto,94306.0,"37.416159, -122.131337",37.416159,-122.131337,1.0,81.0,3119.0,Competitor offered higher download speeds
2709-UQGNP,Male,No,No,No,10.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,524.5,No,United States,California,San Mateo,94401.0,"37.590421, -122.306467",37.590421,-122.306467,0.0,45.0,4292.0,
3549-ZTMNH,Male,No,Yes,Yes,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,269.65,No,United States,California,San Mateo,94402.0,"37.556634, -122.317723",37.556634,-122.317723,0.0,69.0,3705.0,
7881-INRLC,Male,No,No,No,45.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,4740.0,Yes,United States,California,San Mateo,94403.0,"37.538309, -122.305109",37.538309,-122.305109,1.0,70.0,4898.0,Competitor offered more data
8033-ATFAS,Female,No,Yes,Yes,39.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.85,2341.5,No,United States,California,San Mateo,94404.0,"37.556094, -122.272437",37.556094,-122.272437,0.0,47.0,3900.0,
1635-NZATJ,Male,Yes,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1789.65,No,United States,California,Alameda,94501.0,"37.774633, -122.274434",37.774633,-122.274434,0.0,26.0,5341.0,
0562-HKHML,Male,No,Yes,Yes,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1626.4,No,United States,California,Alameda,94502.0,"37.724817, -122.224363",37.724817,-122.224363,0.0,71.0,5574.0,
8277-RVRSV,Female,No,Yes,Yes,33.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.15,800.3,No,United States,California,Danville,94506.0,"37.791481, -121.903253",37.791481,-121.903253,0.0,73.0,4501.0,
9943-VSZUV,Male,Yes,No,No,67.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,5060.85,No,United States,California,Alamo,94507.0,"37.855717, -121.994813",37.855717,-121.994813,0.0,30.0,5823.0,
0117-LFRMW,Male,No,Yes,Yes,37.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,Yes,United States,California,Angwin,94508.0,"38.542448, -122.419923",38.542448,-122.419923,1.0,80.0,3627.0,Competitor offered more data
6172-FECYY,Male,No,Yes,Yes,49.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,4254.85,Yes,United States,California,Antioch,94509.0,"37.980057, -121.801599",37.980057,-121.801599,1.0,85.0,4639.0,Competitor offered more data
7054-ENNGU,Female,No,Yes,No,9.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,No,United States,California,Benicia,94510.0,"38.113533, -122.11926",38.113533,-122.11926,0.0,26.0,4623.0,
1455-HFBXA,Male,No,Yes,No,52.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),91.6,4627.8,No,United States,California,Bethel Island,94511.0,"38.050558, -121.646924",38.050558,-121.646924,0.0,62.0,6069.0,
9402-CXWPL,Female,No,No,No,70.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.9,6838.6,No,United States,California,Birds Landing,94512.0,"38.140719, -121.838298",38.140719,-121.838298,0.0,20.0,5980.0,
1628-BIZYP,Male,No,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,No,United States,California,Brentwood,94513.0,"37.908242, -121.682472",37.908242,-121.682472,0.0,46.0,5754.0,
1965-AKTSX,Female,Yes,No,No,14.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,1101.85,Yes,United States,California,Byron,94514.0,"37.83323, -121.601461",37.83323,-121.601461,1.0,88.0,5203.0,Competitor made better offer
0082-LDZUE,Male,No,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,44.3,No,United States,California,Calistoga,94515.0,"38.629618, -122.593216",38.629618,-122.593216,0.0,57.0,4427.0,
4786-UKSNZ,Male,No,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,Yes,United States,California,Clayton,94517.0,"37.881842, -121.848111",37.881842,-121.848111,1.0,99.0,5418.0,Competitor made better offer
5343-SGUBI,Female,No,No,No,52.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,4297.6,No,United States,California,Concord,94518.0,"37.950248, -122.022455",37.950248,-122.022455,0.0,51.0,5597.0,
0856-NAOES,Male,No,No,No,6.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.9,414.1,No,United States,California,Concord,94519.0,"37.990118, -122.012188",37.990118,-122.012188,0.0,80.0,2191.0,
1976-AZZPJ,Male,No,Yes,No,7.0,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.2,256.6,No,United States,California,Concord,94520.0,"38.013825, -122.039144",38.013825,-122.039144,0.0,32.0,5100.0,
7248-VZQLC,Female,Yes,No,No,47.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,Yes,United States,California,Concord,94521.0,"37.971421, -121.971504",37.971421,-121.971504,1.0,72.0,4661.0,Price too high
6156-UZDLF,Female,No,No,No,26.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),87.15,2274.1,No,United States,California,Pleasant Hill,94523.0,"37.95338, -122.076886",37.95338,-122.076886,0.0,77.0,5689.0,
3099-OONVS,Male,No,Yes,Yes,25.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.3,1296.8,No,United States,California,Crockett,94525.0,"38.049292, -122.228415",38.049292,-122.228415,0.0,63.0,3971.0,
9500-WBGRP,Male,No,No,No,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.1,1268.85,No,United States,California,Danville,94526.0,"37.815459, -121.977203",37.815459,-121.977203,0.0,31.0,4535.0,
5183-KLYEM,Female,No,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.75,8192.6,No,United States,California,El Cerrito,94530.0,"37.924838, -122.289145",37.924838,-122.289145,0.0,60.0,4927.0,
5144-PQCDZ,Male,No,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,59.25,No,United States,California,Fairfield,94533.0,"38.287136, -122.02711",38.287136,-122.02711,0.0,64.0,3172.0,
8514-VZHEB,Male,No,Yes,Yes,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,1147.85,No,United States,California,Travis Afb,94535.0,"38.265899, -121.939461",38.265899,-121.939461,0.0,50.0,5293.0,
6625-IUTTT,Male,No,No,No,67.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.55,4361.55,No,United States,California,Fremont,94536.0,"37.572273, -121.964583",37.572273,-121.964583,0.0,54.0,6035.0,
9355-NPPFS,Female,Yes,No,No,26.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.8,2006.1,No,United States,California,Fremont,94538.0,"37.505768, -121.962472",37.505768,-121.962472,0.0,37.0,4509.0,
0068-FIGTF,Female,No,No,No,27.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,78.2,2078.95,No,United States,California,Fremont,94539.0,"37.516791, -121.899117",37.516791,-121.899117,0.0,54.0,2297.0,
5965-GGPRW,Male,No,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,No,United States,California,Hayward,94541.0,"37.674002, -122.076796",37.674002,-122.076796,0.0,78.0,4427.0,
8035-PWSEV,Female,No,No,No,6.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,487.05,No,United States,California,Hayward,94542.0,"37.656695, -122.048361",37.656695,-122.048361,0.0,76.0,4430.0,
2236-HILPA,Male,No,Yes,Yes,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,1218.45,No,United States,California,Hayward,94544.0,"37.639215, -122.037554",37.639215,-122.037554,0.0,40.0,6403.0,
1840-BIUOG,Male,No,No,No,20.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,68.7,1416.2,No,United States,California,Hayward,94545.0,"37.62984, -122.120843",37.62984,-122.120843,0.0,73.0,2989.0,
1356-MKYSK,Male,No,No,No,6.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.65,483.3,No,United States,California,Castro Valley,94546.0,"37.708327, -122.083473",37.708327,-122.083473,0.0,68.0,2724.0,
6080-LNESI,Male,No,No,No,51.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,No,United States,California,Hercules,94547.0,"37.991259, -122.214945",37.991259,-122.214945,0.0,46.0,5080.0,
1830-IPXVJ,Female,No,Yes,Yes,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,1311.6,No,United States,California,Lafayette,94549.0,"37.907777, -122.127161",37.907777,-122.127161,0.0,22.0,6108.0,
5828-DWPIL,Male,Yes,Yes,No,62.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,No,United States,California,Livermore,94550.0,"37.571748, -121.659562",37.571748,-121.659562,0.0,25.0,4415.0,
8398-TBIYD,Female,No,No,No,72.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.7,6185.15,No,United States,California,Castro Valley,94552.0,"37.722727, -122.02157",37.722727,-122.02157,0.0,78.0,4520.0,
0011-IGKFF,Male,Yes,Yes,No,13.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.0,1237.85,Yes,United States,California,Martinez,94553.0,"38.014457, -122.115432",38.014457,-122.115432,1.0,99.0,3714.0,Product dissatisfaction
4192-GORJT,Male,No,Yes,No,5.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,Yes,United States,California,Fremont,94555.0,"37.555473, -122.080312",37.555473,-122.080312,1.0,77.0,4580.0,Service dissatisfaction
6496-SLWHQ,Male,Yes,No,No,3.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,294.45,Yes,United States,California,Moraga,94556.0,"37.827946, -122.107185",37.827946,-122.107185,1.0,87.0,5960.0,Lack of self-service on Website
9912-GVSEQ,Female,Yes,Yes,No,26.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,Yes,United States,California,Napa,94558.0,"38.489789, -122.27011",38.489789,-122.27011,1.0,86.0,2591.0,Network reliability
2931-FSOHN,Male,Yes,No,No,13.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.9,788.35,No,United States,California,Napa,94559.0,"38.232389, -122.324944",38.232389,-122.324944,0.0,58.0,5254.0,
9418-RUKPH,Female,No,Yes,Yes,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,756.4,No,United States,California,Newark,94560.0,"37.504133, -122.032347",37.504133,-122.032347,0.0,75.0,3614.0,
5383-MMTWC,Female,Yes,Yes,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,Yes,United States,California,Oakley,94561.0,"37.999406, -121.686241",37.999406,-121.686241,1.0,91.0,4819.0,Limited range of services
9971-ZWPBF,Male,Yes,Yes,Yes,34.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.9,3625.2,No,United States,California,Orinda,94563.0,"37.873916, -122.20522",37.873916,-122.20522,0.0,24.0,5151.0,
4712-AUQZO,Male,No,No,No,18.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.6,550.35,No,United States,California,Pinole,94564.0,"37.996462, -122.293716",37.996462,-122.293716,0.0,21.0,5388.0,
9711-FJTBX,Male,No,Yes,Yes,56.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,4793.8,No,United States,California,Pittsburg,94565.0,"38.006047, -121.916834",38.006047,-121.916834,0.0,28.0,5058.0,
2908-ZTPNF,Female,No,No,No,36.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,No,United States,California,Pleasanton,94566.0,"37.633361, -121.862395",37.633361,-121.862395,0.0,50.0,4452.0,
7240-ETPTR,Female,No,Yes,No,9.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,Yes,United States,California,Pope Valley,94567.0,"38.672708, -122.403219",38.672708,-122.403219,1.0,97.0,4359.0,Lack of affordable download/upload speed
2202-CUYXZ,Male,No,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,Yes,United States,California,Dublin,94568.0,"37.713926, -121.928425",37.713926,-121.928425,1.0,77.0,3086.0,Long distance charges
5995-OIGLP,Male,No,No,No,12.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,Yes,United States,California,Port Costa,94569.0,"38.035707, -122.196821",38.035707,-122.196821,1.0,90.0,3043.0,Extra data charges
8421-WZOOW,Female,Yes,Yes,Yes,57.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,No,United States,California,Rio Vista,94571.0,"38.148862, -121.737696",38.148862,-121.737696,0.0,23.0,4912.0,
6261-RCVNS,Female,No,No,No,42.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9,3160.55,Yes,United States,California,Rodeo,94572.0,"38.027218, -122.23463",38.027218,-122.23463,1.0,71.0,2774.0,Price too high
7951-QKZPL,Female,No,Yes,Yes,33.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5,740.3,Yes,United States,California,Saint Helena,94574.0,"38.581354, -122.296283",38.581354,-122.296283,1.0,77.0,5194.0,Product dissatisfaction
1414-YADCW,Male,No,Yes,No,70.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.6,5706.2,No,United States,California,Deer Park,94576.0,"38.554383, -122.474773",38.554383,-122.474773,0.0,39.0,5679.0,
8756-RDDLT,Female,No,No,No,68.0,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.95,3085.35,No,United States,California,San Leandro,94577.0,"37.717196, -122.159338",37.717196,-122.159338,0.0,63.0,5750.0,
2862-PFNIK,Male,No,No,Yes,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,24.7,No,United States,California,San Leandro,94578.0,"37.704384, -122.126703",37.704384,-122.126703,0.0,29.0,3518.0,
5816-QVHRX,Female,No,No,No,37.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,No,United States,California,San Leandro,94579.0,"37.687264, -122.15728",37.687264,-122.15728,0.0,44.0,4040.0,
4430-YHXGG,Female,No,No,Yes,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,84.2,No,United States,California,San Lorenzo,94580.0,"37.676249, -122.132415",37.676249,-122.132415,0.0,77.0,2616.0,
6888-SBYAI,Male,No,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.7,50.7,No,United States,California,San Ramon,94583.0,"37.766556, -121.976784",37.766556,-121.976784,0.0,30.0,3007.0,
7395-XWZOY,Male,No,No,No,20.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,No,United States,California,Suisun City,94585.0,"38.197907, -122.017258",38.197907,-122.017258,0.0,68.0,4481.0,
7169-YWAMK,Male,No,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.4,4855.35,No,United States,California,Sunol,94586.0,"37.587494, -121.862856",37.587494,-121.862856,0.0,79.0,5504.0,
3640-PHQXK,Female,No,No,No,31.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,Yes,United States,California,Union City,94587.0,"37.59485, -122.051521",37.59485,-122.051521,1.0,85.0,2031.0,Service dissatisfaction
6877-LGWXO,Male,Yes,Yes,No,18.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.55,1422.65,Yes,United States,California,Pleasanton,94588.0,"37.685052, -121.912061",37.685052,-121.912061,1.0,84.0,3521.0,Lack of self-service on Website
6859-RKMZJ,Male,No,Yes,No,11.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,No,United States,California,Vallejo,94589.0,"38.161321, -122.271588",38.161321,-122.271588,0.0,21.0,2762.0,
2729-VNVAP,Female,No,Yes,Yes,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,641.35,No,United States,California,Vallejo,94590.0,"38.104705, -122.247387",38.104705,-122.247387,0.0,42.0,2635.0,
2957-JIRMN,Female,Yes,No,No,62.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.45,4959.15,No,United States,California,Vallejo,94591.0,"38.105733, -122.186338",38.105733,-122.186338,0.0,60.0,4166.0,
2049-BAFNW,Female,No,No,No,1.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,35.9,35.9,No,United States,California,Vallejo,94592.0,"38.093701, -122.276589",38.093701,-122.276589,0.0,55.0,3929.0,
3842-QTGDL,Male,No,Yes,No,16.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,No,United States,California,Walnut Creek,94595.0,"37.862128, -122.075197",37.862128,-122.075197,0.0,55.0,2942.0,
7163-OCEQI,Male,No,Yes,Yes,22.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,No,United States,California,Walnut Creek,94596.0,"37.900662, -122.052782",37.900662,-122.052782,0.0,67.0,3571.0,
9782-LGXMC,Female,No,Yes,Yes,49.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,No,United States,California,Walnut Creek,94598.0,"37.916648, -122.008483",37.916648,-122.008483,0.0,39.0,5511.0,
5975-BAICR,Male,No,Yes,Yes,36.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,No,United States,California,Yountville,94599.0,"38.421458, -122.365048",38.421458,-122.365048,0.0,31.0,2504.0,
8019-ENHXU,Male,No,Yes,No,42.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,Yes,United States,California,Oakland,94601.0,"37.776523, -122.219268",37.776523,-122.219268,1.0,96.0,4624.0,Network reliability
5167-GBFRE,Male,Yes,No,No,4.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,Yes,United States,California,Oakland,94602.0,"37.803883, -122.208417",37.803883,-122.208417,1.0,72.0,4694.0,Don't know
9033-EOXWV,Female,No,No,No,12.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,Yes,United States,California,Oakland,94603.0,"37.739113, -122.175602",37.739113,-122.175602,1.0,94.0,4149.0,Don't know
4673-KKSLS,Female,No,No,No,31.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.6,2724.25,No,United States,California,Oakland,94605.0,"37.758019, -122.138678",37.758019,-122.138678,0.0,48.0,5094.0,
4853-OITSN,Male,No,Yes,No,5.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,No,United States,California,Oakland,94606.0,"37.792489, -122.244314",37.792489,-122.244314,0.0,27.0,2576.0,
9800-OUIGR,Male,No,Yes,Yes,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1374.2,No,United States,California,Oakland,94607.0,"37.80707, -122.297401",37.80707,-122.297401,0.0,74.0,5011.0,
1324-NLTJE,Female,Yes,No,No,15.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,757.1,Yes,United States,California,Emeryville,94608.0,"37.83726, -122.287648",37.83726,-122.287648,1.0,94.0,3167.0,Don't know
2324-EFHVG,Male,No,No,No,64.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,6692.65,No,United States,California,Oakland,94609.0,"37.834341, -122.26437",37.834341,-122.26437,0.0,38.0,5617.0,
7094-MSZAO,Male,No,Yes,Yes,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.05,218.5,No,United States,California,Oakland,94610.0,"37.808731, -122.238708",37.808731,-122.238708,0.0,23.0,2049.0,
1522-VVDMG,Male,No,Yes,Yes,7.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,Yes,United States,California,Oakland,94611.0,"37.828416, -122.216005",37.828416,-122.216005,1.0,90.0,3807.0,Poor expertise of online support
6907-CQGPN,Male,No,No,No,29.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.3,1004.75,No,United States,California,Oakland,94612.0,"37.809014, -122.269739",37.809014,-122.269739,0.0,65.0,2555.0,
0780-XNZFN,Male,No,No,No,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1125.6,No,United States,California,Oakland,94618.0,"37.84551, -122.235181",37.84551,-122.235181,0.0,49.0,4193.0,
0239-OXEXL,Female,No,No,No,46.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,No,United States,California,Oakland,94619.0,"37.787186, -122.14633",37.787186,-122.14633,0.0,49.0,3509.0,
2675-IJRGJ,Male,No,No,No,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,978.0,No,United States,California,Oakland,94621.0,"37.750553, -122.197175",37.750553,-122.197175,0.0,68.0,5878.0,
7049-GKVZY,Female,No,No,No,17.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,1387.35,No,United States,California,Berkeley,94702.0,"37.866009, -122.286228",37.866009,-122.286228,0.0,42.0,5574.0,
